issue_category,issue_sub_category,issue_category_sub_category,product_sub_category,conversation,issue_area_Login and Account,issue_area_Order,issue_area_Shipping,issue_area_Shopping,issue_area_Warranty,customer_sentiment_negative,customer_sentiment_neutral,customer_sentiment_positive,product_category_Electronics,product_category_Men/Women/Kids,issue_complexity_less,issue_complexity_medium,agent_experience_level_inexperienced,agent_experience_level_junior,"agent_experience_level_desc_handles customer inquiries independently, possess solid troubleshooting skills, and seek guidance from more experienced team members when needed.","agent_experience_level_desc_may struggle with ambiguous queries, rely on clarification from customers or guidance from senior team members, find it difficult to de-escalate tense situations, and may rely on predefined steps or escalate to supervisors for support"
13,50,50,46,317,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
28,57,57,41,318,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
11,21,21,5,319,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
3,3,3,7,320,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True
0,9,9,47,321,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
22,33,33,41,322,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
16,22,22,13,323,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
24,39,39,18,324,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
13,16,16,24,325,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
27,54,54,26,326,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False
1,82,82,22,327,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
7,7,7,48,328,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
11,72,72,43,329,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
20,30,30,35,330,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,4,331,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
26,49,49,48,332,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False
1,25,25,28,333,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
29,61,61,13,334,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
23,36,36,45,335,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
1,83,83,26,336,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
15,20,20,4,337,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0,0,41,338,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
15,20,20,20,339,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True
18,28,28,2,340,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
19,105,105,4,341,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False
23,36,36,1,342,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
17,55,55,13,343,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
2,42,42,41,344,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
4,79,79,31,345,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False
4,34,34,15,346,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
6,93,93,13,347,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,74,74,4,348,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
1,25,25,7,349,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
11,103,103,9,350,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
11,104,104,3,351,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
7,90,90,13,352,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
4,81,81,46,353,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False
23,62,62,33,354,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
3,91,91,22,355,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
32,73,73,35,356,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
21,53,53,37,357,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
0,0,0,35,358,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
2,42,42,42,359,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True
17,55,55,0,360,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
1,82,82,2,361,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,2,2,36,362,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True
11,84,84,36,363,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
11,12,12,27,364,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
11,84,84,35,365,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
25,78,78,38,366,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
20,30,30,42,367,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
32,96,96,49,368,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
6,93,93,29,369,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2,87,87,20,370,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
16,22,22,23,371,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
1,40,40,25,372,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1,25,25,12,373,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
9,10,10,43,374,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
29,106,106,10,375,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
0,23,23,15,376,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
14,60,60,11,377,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
17,55,55,15,378,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
28,57,57,43,379,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False
13,50,50,33,380,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
2,2,2,9,381,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
3,91,91,8,382,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
39,107,107,24,383,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False
15,20,20,49,384,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
11,99,99,40,385,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,46,46,16,386,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,104,104,47,387,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
8,8,8,1,388,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True
9,10,10,14,389,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
5,68,68,15,390,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
2,101,101,7,391,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
8,8,8,25,392,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
4,41,41,20,393,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2,13,13,15,394,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
14,19,19,20,395,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
38,100,100,16,396,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
32,73,73,14,397,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,0,0,39,398,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
6,6,6,17,399,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6,32,32,23,400,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
33,71,71,35,401,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
18,28,28,7,402,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False
21,52,52,4,403,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
18,28,28,0,404,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False
4,14,14,39,405,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
0,23,23,4,406,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
4,34,34,18,407,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False
36,94,94,7,408,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
1,25,25,20,409,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
4,26,26,48,410,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11,17,17,32,411,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
6,32,32,37,412,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1,83,83,16,413,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20,76,76,13,414,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
2,13,13,8,415,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
4,79,79,8,416,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
11,104,104,18,417,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,23,23,1,418,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
16,22,22,12,419,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
8,38,38,26,420,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2,47,47,4,421,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
2,2,2,23,422,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
6,93,93,25,423,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
8,38,38,47,424,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False
13,37,37,45,425,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
25,44,44,40,426,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False
36,94,94,13,427,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
25,88,88,2,428,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
20,95,95,6,429,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4,26,26,44,430,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
11,72,72,14,431,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
36,94,94,29,432,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
5,5,5,33,433,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
1,46,46,41,434,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
21,53,53,31,435,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
23,43,43,15,436,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
32,96,96,35,437,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
13,56,56,3,438,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
2,86,86,46,439,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
18,28,28,18,440,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False
8,51,51,7,441,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
20,30,30,12,442,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
6,93,93,8,443,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,17,17,34,444,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
35,77,77,7,445,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
21,52,52,13,446,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
18,92,92,3,447,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
29,106,106,23,448,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
5,68,68,35,449,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
16,59,59,4,450,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False
19,29,29,11,451,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
14,19,19,14,452,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
25,88,88,28,453,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
4,79,79,38,454,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,9,9,25,455,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
15,20,20,41,456,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
11,103,103,48,457,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
31,64,64,27,458,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False
12,15,15,38,459,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
18,69,69,23,460,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
37,98,98,11,461,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
14,60,60,49,462,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
7,90,90,25,463,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
13,56,56,14,464,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,9,9,7,465,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
16,59,59,44,466,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
10,74,74,39,467,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True
18,92,92,21,468,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True
25,88,88,27,469,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False
1,46,46,22,470,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
32,73,73,7,471,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
36,94,94,31,472,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
20,76,76,8,473,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
8,51,51,18,474,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False
19,29,29,31,475,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
10,74,74,17,476,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
7,90,90,26,477,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
25,78,78,49,478,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
25,88,88,20,479,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True
11,12,12,4,480,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
2,13,13,41,481,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
1,46,46,38,482,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
4,102,102,9,483,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1,82,82,40,484,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
4,48,48,20,485,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False
27,54,54,32,486,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
14,60,60,4,487,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True
21,31,31,45,488,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
3,3,3,15,489,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
21,52,52,34,490,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
10,11,11,22,491,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
24,39,39,32,492,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
18,92,92,43,493,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
32,73,73,19,494,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
37,98,98,31,495,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False
11,84,84,21,496,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
11,35,35,15,497,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
14,97,97,16,498,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
1,1,1,15,499,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
1,83,83,14,500,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,40,40,5,501,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
20,95,95,45,502,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
0,66,66,12,503,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
21,52,52,49,504,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
11,72,72,10,505,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,3,3,39,506,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
30,108,108,41,507,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False
4,14,14,18,508,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
30,63,63,4,509,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
11,12,12,25,510,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
21,52,52,28,511,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
20,95,95,41,512,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
18,69,69,38,513,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1,46,46,49,514,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
1,25,25,21,515,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False
21,52,52,31,516,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
38,100,100,14,517,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
8,51,51,32,518,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False
4,48,48,14,519,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39,107,107,19,520,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False
10,85,85,30,521,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False
37,98,98,24,522,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False
25,80,80,43,523,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True
8,51,51,25,524,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
18,70,70,45,525,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False
0,27,27,12,526,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,14,14,49,527,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
20,95,95,3,528,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
5,5,5,1,529,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True
11,84,84,1,530,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
12,15,15,3,531,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
23,43,43,8,532,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
4,34,34,43,533,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
0,27,27,1,534,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
4,102,102,27,535,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
21,52,52,44,536,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
17,24,24,36,537,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
11,72,72,37,538,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
0,23,23,37,539,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
14,19,19,3,540,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
31,64,64,31,541,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False
7,90,90,12,542,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
34,75,75,38,543,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
4,4,4,41,544,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False
0,66,66,22,545,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1,82,82,44,546,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
1,25,25,27,547,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
23,43,43,14,548,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,3,3,25,549,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4,18,18,30,550,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False
2,101,101,8,551,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2,47,47,6,552,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
6,6,6,47,553,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
18,70,70,40,554,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False
34,75,75,16,555,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
16,59,59,38,556,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
27,54,54,21,557,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False
25,88,88,13,558,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
5,5,5,29,559,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
5,5,5,32,560,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True
14,19,19,39,561,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
18,28,28,1,562,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
1,1,1,25,563,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
13,16,16,12,564,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False
17,55,55,34,565,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
2,101,101,28,566,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
34,75,75,14,567,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
11,104,104,13,568,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9,10,10,29,569,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
32,73,73,47,570,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
2,87,87,11,571,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
20,30,30,39,572,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
34,75,75,42,573,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
1,46,46,1,574,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
23,62,62,43,575,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
27,54,54,37,576,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
11,21,21,38,577,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
25,44,44,13,578,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8,51,51,43,579,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False
1,46,46,19,580,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True
1,25,25,17,581,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
25,88,88,5,582,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1,1,1,18,583,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
4,14,14,15,584,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False
21,53,53,25,585,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
4,4,4,8,586,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False
20,95,95,35,587,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
32,96,96,15,588,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
1,40,40,39,589,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
34,75,75,1,590,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
2,86,86,33,591,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,9,9,49,592,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
7,7,7,34,593,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
8,51,51,19,594,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False
3,3,3,31,595,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
20,76,76,30,596,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
22,33,33,35,597,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
0,27,27,14,598,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,25,25,30,599,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
11,12,12,30,600,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
14,60,60,3,601,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
21,52,52,47,602,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
19,29,29,37,603,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
11,35,35,35,604,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
36,94,94,10,605,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
33,71,71,3,606,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
29,106,106,31,607,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
17,55,55,48,608,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
8,38,38,12,609,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,66,66,31,610,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
6,6,6,41,611,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
4,34,34,2,612,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,66,66,0,613,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
17,24,24,46,614,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False
20,95,95,31,615,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
2,86,86,34,616,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
20,95,95,14,617,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
38,100,100,0,618,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
11,99,99,26,619,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
5,5,5,39,620,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12,15,15,31,621,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
14,19,19,12,622,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
22,33,33,26,623,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False
2,2,2,15,624,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
11,84,84,10,625,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
36,94,94,21,626,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
25,88,88,8,627,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True
4,102,102,30,628,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False
4,4,4,18,629,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False
2,2,2,34,630,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
19,105,105,39,631,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False
0,0,0,26,632,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
17,24,24,11,633,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False
15,20,20,45,634,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
20,30,30,36,635,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
11,84,84,27,636,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
2,101,101,29,637,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
25,78,78,11,638,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
25,88,88,0,639,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
9,10,10,17,640,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
17,55,55,5,641,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
